level_type,entry_level,entry_time,exit_time,tp,sl,outcome,pnl,pending_id,order_created
resistance,68.61,2024-12-20 07:04:00,2024-12-20 07:11:00,68.52,68.7,sl,-6.030000000000655,66,2024-12-20 06:58:00
resistance,69.18,2024-12-20 08:21:00,2024-12-20 08:48:00,68.89,69.47000000000001,tp,12.54599999999975,64,2024-12-20 05:26:00
resistance,69.27,2024-12-20 11:09:00,2024-12-20 11:09:00,69.22999999999999,69.31,tp,-0.18800000000022976,62,2024-12-20 01:38:00
resistance,69.37,2024-12-20 11:16:00,2024-12-20 11:17:00,69.32000000000001,69.42,tp,0.19199999999955253,67,2024-12-20 11:09:00
resistance,69.47,2024-12-20 12:20:00,2024-12-20 12:20:00,69.42,69.52,sl,-1.598000000000141,68,2024-12-20 11:16:00
support,69.62,2024-12-20 13:21:00,2024-12-20 13:21:00,69.65,69.59,sl,-2.5900000000004297,71,2024-12-20 13:10:00
support,69.68,2024-12-20 13:58:00,2024-12-20 13:58:00,69.71000000000001,69.65,tp,-0.5320000000003802,72,2024-12-20 13:40:00
resistance,69.91,2024-12-22 21:45:00,2024-12-23 02:54:00,69.69,70.13,tp,12.495999999999128,73,2024-12-22 18:00:00
support,69.68,2024-12-23 02:54:00,2024-12-23 02:54:00,69.71000000000001,69.65,tp,-0.5320000000003802,76,2024-12-22 20:10:00
support,69.62,2024-12-23 03:21:00,2024-12-23 03:21:00,69.65,69.59,tp,-0.3640000000002601,79,2024-12-23 02:54:00
resistance,69.91,2024-12-23 04:16:00,2024-12-23 04:16:00,69.88,69.94,tp,-0.3780000000002701,78,2024-12-23 00:09:00
resistance,69.2,2024-12-23 06:04:00,2024-12-23 06:04:00,69.19,69.21000000000001,tp,-0.5100000000000904,86,2024-12-23 06:02:00
resistance,69.27,2024-12-23 06:06:00,2024-12-23 06:06:00,69.24,69.3,tp,-0.43400000000031014,84,2024-12-23 06:01:00
resistance,69.37,2024-12-23 06:30:00,2024-12-23 06:35:00,69.32000000000001,69.42,tp,0.11999999999972033,83,2024-12-23 05:44:00
support,69.19,2024-12-23 06:01:00,2024-12-23 09:35:00,69.41,68.97,tp,11.263999999999214,80,2024-12-23 03:21:00
support,68.88,2024-12-23 10:10:00,2024-12-23 10:22:00,69.03999999999999,68.72,tp,7.191999999999098,85,2024-12-23 06:02:00
support,68.81,2024-12-23 10:37:00,2024-12-23 10:37:00,68.84,68.78,tp,-0.3920000000002801,87,2024-12-23 10:11:00
resistance,69.18,2024-12-23 13:39:00,2024-12-23 14:01:00,68.89,69.47000000000001,sl,-11.690000000000609,89,2024-12-23 11:47:00
resistance,69.85,2024-12-24 04:25:00,2024-12-24 05:00:00,69.61,70.08999999999999,tp,14.11199999999883,82,2024-12-23 05:32:00
support,69.62,2024-12-24 05:00:00,2024-12-24 05:00:00,69.65,69.59,tp,-0.3360000000002401,91,2024-12-24 03:00:00
resistance,69.91,2024-12-24 06:01:00,2024-12-24 06:03:00,69.88,69.94,sl,-1.850000000000307,92,2024-12-24 05:55:00
resistance,70.16,2024-12-24 09:00:00,2024-12-24 09:00:00,70.03999999999999,70.28,tp,4.0279999999996505,93,2024-12-24 06:03:00
resistance,70.23,2024-12-24 09:01:00,2024-12-24 09:01:00,70.19,70.27000000000001,tp,-0.04800000000005866,94,2024-12-24 09:00:00
resistance,70.37,2024-12-24 10:26:00,2024-12-24 10:28:00,70.30000000000001,70.44,tp,0.5199999999996407,95,2024-12-24 09:03:00
resistance,70.37,2024-12-25 22:11:00,2024-12-25 22:23:00,70.30000000000001,70.44,sl,-2.2800000000000864,97,2024-12-25 18:00:00
resistance,70.37,2024-12-26 03:22:00,2024-12-26 04:03:00,70.26,70.48,sl,-3.0800000000002115,99,2024-12-26 00:09:00
resistance,70.54,2024-12-26 04:52:00,2024-12-26 05:17:00,70.45,70.63000000000001,tp,1.9779999999996676,100,2024-12-26 03:24:00
resistance,70.72,2024-12-26 08:35:00,2024-12-26 08:39:00,70.63,70.81,tp,1.379999999999768,101,2024-12-26 05:03:00
resistance,69.91,2024-12-26 12:40:00,2024-12-26 12:40:00,69.88,69.94,tp,-0.3080000000002201,104,2024-12-26 12:14:00
support,69.62,2024-12-26 14:17:00,2024-12-26 14:17:00,69.65,69.59,tp,-0.2940000000002101,105,2024-12-26 13:14:00
resistance,69.91,2024-12-27 04:54:00,2024-12-27 04:55:00,69.88,69.94,sl,-1.4800000000002456,110,2024-12-27 02:45:00
resistance,69.85,2024-12-27 02:45:00,2024-12-27 05:43:00,69.61,70.08999999999999,sl,-16.756000000000355,107,2024-12-26 14:23:00
resistance,70.16,2024-12-27 05:50:00,2024-12-27 06:24:00,70.03999999999999,70.28,sl,-7.052000000000675,111,2024-12-27 04:54:00
resistance,70.37,2024-12-27 07:50:00,2024-12-27 07:55:00,70.26,70.48,tp,1.2539999999997775,112,2024-12-27 05:51:00
resistance,70.54,2024-12-27 09:38:00,2024-12-27 09:48:00,70.45,70.63000000000001,tp,1.885999999999683,113,2024-12-27 08:58:00
resistance,70.72,2024-12-27 14:10:00,2024-12-27 14:24:00,70.63,70.81,tp,1.2879999999997835,114,2024-12-27 09:38:00
resistance,70.37,2024-12-29 18:16:00,2024-12-29 18:48:00,70.26,70.48,sl,-2.926000000000201,117,2024-12-29 18:00:00
resistance,70.54,2024-12-29 20:08:00,2024-12-29 20:44:00,70.45,70.63000000000001,sl,-5.494000000000597,116,2024-12-29 18:00:00
resistance,70.72,2024-12-29 20:56:00,2024-12-29 21:30:00,70.63,70.81,tp,1.2879999999997835,118,2024-12-29 20:08:00
resistance,70.54,2024-12-30 04:20:00,2024-12-30 04:23:00,70.43,70.65,sl,-4.1580000000002855,121,2024-12-30 03:42:00
resistance,70.75,2024-12-30 07:03:00,2024-12-30 07:03:00,70.73,70.77,tp,-0.6240000000003931,123,2024-12-30 06:53:00
resistance,70.72,2024-12-30 06:53:00,2024-12-30 07:04:00,70.63,70.81,sl,-2.412000000000262,120,2024-12-30 01:47:00
resistance,71.05,2024-12-30 08:48:00,2024-12-30 09:09:00,70.89999999999999,71.2,sl,-9.312000000000808,122,2024-12-30 06:53:00
support,70.78,2024-12-30 14:22:00,2024-12-30 14:25:00,70.91,70.65,tp,2.493999999999545,125,2024-12-30 08:48:00
support,71.05,2024-12-31 07:56:00,2024-12-31 07:56:00,71.07,71.03,tp,-0.31200000000019656,126,2024-12-31 07:55:00
resistance,71.6,2024-12-31 10:00:00,2024-12-31 10:05:00,71.33,71.86999999999999,tp,19.209999999998715,127,2024-12-31 07:56:00
