,row,level,strength,time,type
0,29,67.17,0.8108094395361706,2024-09-06 12:00:00,support
1,53,69.81,0.6167242143691607,2024-09-12 08:00:00,resistance
2,59,70.32,0.6323366621862497,2024-09-13 08:00:00,resistance
3,77,68.58,0.7135519747065024,2024-09-18 04:00:00,support
4,85,71.53,0.8164596567468826,2024-09-19 12:00:00,resistance
5,103,72.4,0.9407187096678148,2024-09-24 08:00:00,resistance
6,110,69.23,0.8571291542471833,2024-09-25 12:00:00,support
